Date,Prices
2000-04-19 00:00:00,3.12
2000-04-20 00:00:00,3.07
2000-04-24 00:00:00,3.12
2000-04-25 00:00:00,3.18
2000-04-26 00:00:00,3.12
2000-04-27 00:00:00,3.06
2000-04-28 00:00:00,3.09
2000-05-01 00:00:00,3.16
2000-05-02 00:00:00,3.2
2000-05-03 00:00:00,3.18
2000-05-04 00:00:00,3.09
2000-05-05 00:00:00,3.11
2000-05-08 00:00:00,3.12
2000-05-09 00:00:00,3.25
2000-05-10 00:00:00,3.2
2000-05-11 00:00:00,3.37
2000-05-12 00:00:00,3.35
2000-05-15 00:00:00,3.37
2000-05-16 00:00:00,3.45
2000-05-17 00:00:00,3.49
2000-05-18 00:00:00,3.73
2000-05-19 00:00:00,3.76
2000-05-22 00:00:00,3.95
2000-05-23 00:00:00,3.85
2000-05-24 00:00:00,3.94
2000-05-25 00:00:00,4.18
2000-05-26 00:00:00,4.29
2000-05-30 00:00:00,4.35
2000-05-31 00:00:00,4.52
2000-06-01 00:00:00,4.39
2000-06-02 00:00:00,4.21
2000-06-05 00:00:00,4.17
2000-06-06 00:00:00,4.48
2000-06-07 00:00:00,4.23
2000-06-08 00:00:00,3.96
2000-06-09 00:00:00,4.14
2000-06-12 00:00:00,4.22
2000-06-13 00:00:00,4.27
2000-06-14 00:00:00,4.16
2000-06-15 00:00:00,4.38
2000-06-16 00:00:00,4.45
2000-06-19 00:00:00,4.38
2000-06-20 00:00:00,4.02
2000-06-21 00:00:00,4.14
2000-06-22 00:00:00,4.44
2000-06-23 00:00:00,4.42
2000-06-26 00:00:00,4.37
2000-06-27 00:00:00,4.55
2000-06-28 00:00:00,4.44
2000-06-29 00:00:00,4.25
2000-06-30 00:00:00,4.36
2000-07-03 00:00:00,4.36
2000-07-05 00:00:00,4.24
2000-07-06 00:00:00,4.02
2000-07-07 00:00:00,4
2000-07-10 00:00:00,4.19
2000-07-11 00:00:00,4.17
2000-07-12 00:00:00,4.29
2000-07-13 00:00:00,4.08
2000-07-14 00:00:00,4.17
2000-07-17 00:00:00,4.13
2000-07-18 00:00:00,3.99
2000-07-19 00:00:00,4.07
2000-07-20 00:00:00,3.86
2000-07-21 00:00:00,3.88
2000-07-24 00:00:00,3.74
2000-07-25 00:00:00,3.63
2000-07-26 00:00:00,3.59
2000-07-27 00:00:00,3.75
2000-07-28 00:00:00,3.89
2000-07-31 00:00:00,3.75
2000-08-01 00:00:00,3.78
2000-08-02 00:00:00,4.05
2000-08-03 00:00:00,4.23
2000-08-04 00:00:00,4.25
2000-08-07 00:00:00,4.39
2000-08-08 00:00:00,4.46
2000-08-09 00:00:00,4.48
2000-08-10 00:00:00,4.43
2000-08-11 00:00:00,4.44
2000-08-14 00:00:00,4.42
2000-08-15 00:00:00,4.24
2000-08-16 00:00:00,4.24
2000-08-17 00:00:00,4.35
2000-08-18 00:00:00,4.38
2000-08-21 00:00:00,4.6
2000-08-22 00:00:00,4.8
2000-08-23 00:00:00,4.67
2000-08-24 00:00:00,4.53
2000-08-25 00:00:00,4.55
2000-08-28 00:00:00,4.62
2000-08-29 00:00:00,4.6
2000-08-30 00:00:00,4.61
2000-08-31 00:00:00,4.76
2000-09-01 00:00:00,4.7
2000-09-05 00:00:00,4.81
2000-09-06 00:00:00,4.89
2000-09-07 00:00:00,4.85
2000-09-08 00:00:00,4.74
2000-09-11 00:00:00,4.85
2000-09-12 00:00:00,4.96
2000-09-13 00:00:00,5.06
2000-09-14 00:00:00,5.1
2000-09-15 00:00:00,5.28
2000-09-18 00:00:00,5.06
2000-09-19 00:00:00,5.22
2000-09-20 00:00:00,5.24
2000-09-21 00:00:00,5.16
2000-09-22 00:00:00,5.16
2000-09-25 00:00:00,5.12
2000-09-26 00:00:00,5.28
2000-09-27 00:00:00,5.34
2000-09-28 00:00:00,5.2
2000-09-29 00:00:00,5.1
2000-10-02 00:00:00,5.24
2000-10-03 00:00:00,5.29
2000-10-04 00:00:00,5.22
2000-10-05 00:00:00,5.21
2000-10-06 00:00:00,5.04
2000-10-09 00:00:00,5.09
2000-10-10 00:00:00,5.16
2000-10-11 00:00:00,5.1
2000-10-12 00:00:00,5.54
2000-10-13 00:00:00,5.43
2000-10-16 00:00:00,5.34
2000-10-17 00:00:00,5.27
2000-10-18 00:00:00,5.36
2000-10-19 00:00:00,5.04
2000-10-20 00:00:00,4.84
2000-10-23 00:00:00,4.82
2000-10-24 00:00:00,4.84
2000-10-25 00:00:00,4.64
2000-10-26 00:00:00,4.61
2000-10-27 00:00:00,4.48
2000-10-30 00:00:00,4.56
2000-10-31 00:00:00,4.37
2000-11-01 00:00:00,4.4
2000-11-02 00:00:00,4.5
2000-11-03 00:00:00,4.64
2000-11-06 00:00:00,4.6
2000-11-07 00:00:00,4.68
2000-11-08 00:00:00,4.92
2000-11-09 00:00:00,5.34
2000-11-10 00:00:00,5.24
2000-11-13 00:00:00,5.59
2000-11-14 00:00:00,5.81
2000-11-15 00:00:00,5.95
2000-11-16 00:00:00,5.94
2000-11-17 00:00:00,5.62
2000-11-20 00:00:00,6.23
2000-11-21 00:00:00,6.35
2000-11-22 00:00:00,6.3
2000-11-27 00:00:00,6.24
2000-11-28 00:00:00,5.9
2000-11-29 00:00:00,5.93
2000-11-30 00:00:00,6.31
2000-12-01 00:00:00,6.53
2000-12-04 00:00:00,7.41
2000-12-05 00:00:00,8.03
2000-12-06 00:00:00,8.75
2000-12-07 00:00:00,8.48
2000-12-08 00:00:00,8.13
2000-12-11 00:00:00,9.96
2000-12-12 00:00:00,8.58
2000-12-13 00:00:00,7.8
2000-12-14 00:00:00,7.48
2000-12-15 00:00:00,8.03
2000-12-18 00:00:00,9.28
2000-12-19 00:00:00,9.11
2000-12-20 00:00:00,9.95
2000-12-21 00:00:00,10.49
2000-12-22 00:00:00,10.48
2000-12-26 00:00:00,10.23
2000-12-27 00:00:00,9.58
2000-12-28 00:00:00,9.22
2000-12-29 00:00:00,10.48
2001-01-02 00:00:00,9.97
2001-01-03 00:00:00,9.71
2001-01-04 00:00:00,9.45
2001-01-05 00:00:00,10.03
2001-01-08 00:00:00,10.31
2001-01-09 00:00:00,9.95
2001-01-10 00:00:00,9.91
2001-01-11 00:00:00,8.95
2001-01-12 00:00:00,8.75
2001-01-16 00:00:00,8.16
2001-01-17 00:00:00,7.85
2001-01-18 00:00:00,7.09
2001-01-19 00:00:00,7.61
2001-01-22 00:00:00,7.7
2001-01-23 00:00:00,7.02
2001-01-24 00:00:00,6.81
2001-01-25 00:00:00,6.81
2001-01-26 00:00:00,7
2001-01-29 00:00:00,6.76
2001-01-30 00:00:00,5.96
2001-01-31 00:00:00,5.83
2001-02-01 00:00:00,5.82
2001-02-02 00:00:00,6.76
2001-02-05 00:00:00,6.15
2001-02-06 00:00:00,5.59
2001-02-07 00:00:00,5.67
2001-02-08 00:00:00,6.24
2001-02-09 00:00:00,6.24
2001-02-12 00:00:00,5.74
2001-02-13 00:00:00,5.58
2001-02-14 00:00:00,5.89
2001-02-15 00:00:00,5.35
2001-02-16 00:00:00,5.57
2001-02-20 00:00:00,5.17
2001-02-21 00:00:00,5.2
2001-02-22 00:00:00,5.11
2001-02-23 00:00:00,5.05
2001-02-26 00:00:00,5.07
2001-02-27 00:00:00,5.07
2001-02-28 00:00:00,5.25
2001-03-01 00:00:00,5.25
2001-03-02 00:00:00,5.06
2001-03-05 00:00:00,5.32
2001-03-06 00:00:00,5.27
2001-03-07 00:00:00,5.22
2001-03-08 00:00:00,5.25
2001-03-09 00:00:00,5.13
2001-03-12 00:00:00,4.98
2001-03-13 00:00:00,5.08
2001-03-14 00:00:00,4.99
2001-03-15 00:00:00,5.27
2001-03-16 00:00:00,5.27
2001-03-19 00:00:00,5.27
2001-03-20 00:00:00,5.27
2001-03-21 00:00:00,5.16
2001-03-22 00:00:00,5.16
2001-03-23 00:00:00,5.16
2001-03-26 00:00:00,5.23
2001-03-27 00:00:00,5.47
2001-03-28 00:00:00,5.6
2001-03-29 00:00:00,5.31
2001-03-30 00:00:00,5.35
2001-04-02 00:00:00,5.25
2001-04-03 00:00:00,5.25
2001-04-04 00:00:00,5.24
2001-04-05 00:00:00,5.27
2001-04-06 00:00:00,5.33
2001-04-09 00:00:00,5.45
2001-04-10 00:00:00,5.55
2001-04-11 00:00:00,5.45
2001-04-12 00:00:00,5.32
2001-04-16 00:00:00,5.48
2001-04-17 00:00:00,5.36
2001-04-18 00:00:00,5.15
2001-04-19 00:00:00,5.06
2001-04-20 00:00:00,5
2001-04-23 00:00:00,5.09
2001-04-24 00:00:00,5.13
2001-04-25 00:00:00,4.98
2001-04-26 00:00:00,4.92
2001-04-27 00:00:00,4.83
2001-04-30 00:00:00,4.73
2001-05-01 00:00:00,4.55
2001-05-02 00:00:00,4.54
2001-05-03 00:00:00,4.46
2001-05-04 00:00:00,4.5
2001-05-07 00:00:00,4.33
2001-05-08 00:00:00,4.22
2001-05-09 00:00:00,4.15
2001-05-10 00:00:00,4.17
2001-05-11 00:00:00,4.25
2001-05-14 00:00:00,4.28
2001-05-15 00:00:00,4.46
2001-05-16 00:00:00,4.46
2001-05-17 00:00:00,4.2
2001-05-18 00:00:00,4.15
2001-05-21 00:00:00,4.14
2001-05-22 00:00:00,4.04
2001-05-23 00:00:00,4.11
2001-05-24 00:00:00,4.12
2001-05-25 00:00:00,3.83
2001-05-29 00:00:00,3.86
2001-05-30 00:00:00,3.66
2001-05-31 00:00:00,3.73
2001-06-01 00:00:00,3.7
2001-06-04 00:00:00,3.98
2001-06-05 00:00:00,3.93
2001-06-06 00:00:00,3.76
2001-06-07 00:00:00,3.68
2001-06-08 00:00:00,3.62
2001-06-11 00:00:00,3.91
2001-06-12 00:00:00,4.05
2001-06-13 00:00:00,4.13
2001-06-14 00:00:00,3.92
2001-06-15 00:00:00,3.86
2001-06-18 00:00:00,3.91
2001-06-19 00:00:00,3.96
2001-06-20 00:00:00,3.83
2001-06-21 00:00:00,3.69
2001-06-22 00:00:00,3.68
2001-06-25 00:00:00,3.56
2001-06-26 00:00:00,3.46
2001-06-27 00:00:00,3.39
2001-06-28 00:00:00,3.2
2001-06-29 00:00:00,2.91
2001-07-02 00:00:00,2.92
2001-07-03 00:00:00,3
2001-07-05 00:00:00,3.09
2001-07-06 00:00:00,2.99
2001-07-09 00:00:00,3.1
2001-07-10 00:00:00,3.2
2001-07-11 00:00:00,3.21
2001-07-12 00:00:00,3.29
2001-07-13 00:00:00,3.15
2001-07-16 00:00:00,3.08
2001-07-17 00:00:00,3.14
2001-07-18 00:00:00,3.15
2001-07-19 00:00:00,3.01
2001-07-20 00:00:00,2.97
2001-07-23 00:00:00,3.02
2001-07-24 00:00:00,3
2001-07-25 00:00:00,3.06
2001-07-26 00:00:00,3.26
2001-07-27 00:00:00,3.06
2001-07-30 00:00:00,3.28
2001-07-31 00:00:00,3.31
2001-08-01 00:00:00,3.27
2001-08-02 00:00:00,3.15
2001-08-03 00:00:00,3.06
2001-08-06 00:00:00,3.07
2001-08-07 00:00:00,3.16
2001-08-08 00:00:00,3.11
2001-08-09 00:00:00,3.1
2001-08-10 00:00:00,2.99
2001-08-13 00:00:00,3
2001-08-14 00:00:00,3.05
2001-08-15 00:00:00,3.15
2001-08-16 00:00:00,3.46
2001-08-17 00:00:00,3.24
2001-08-20 00:00:00,3.17
2001-08-21 00:00:00,3.18
2001-08-22 00:00:00,3.2
2001-08-23 00:00:00,2.87
2001-08-24 00:00:00,2.77
2001-08-27 00:00:00,2.61
2001-08-28 00:00:00,2.57
2001-08-29 00:00:00,2.46
2001-08-30 00:00:00,2.47
2001-08-31 00:00:00,2.15
2001-09-04 00:00:00,2.23
2001-09-05 00:00:00,2.34
2001-09-06 00:00:00,2.43
2001-09-07 00:00:00,2.36
2001-09-10 00:00:00,2.38
2001-09-11 00:00:00,2.38
2001-09-12 00:00:00,2.44
2001-09-13 00:00:00,2.39
2001-09-14 00:00:00,2.41
2001-09-17 00:00:00,2.36
2001-09-18 00:00:00,2.18
2001-09-19 00:00:00,2.13
2001-09-20 00:00:00,2.06
2001-09-21 00:00:00,2.04
2001-09-24 00:00:00,1.99
2001-09-25 00:00:00,1.94
2001-09-26 00:00:00,1.88
2001-09-27 00:00:00,1.9
2001-09-28 00:00:00,1.8
2001-10-01 00:00:00,1.74
2001-10-02 00:00:00,1.83
2001-10-03 00:00:00,1.97
2001-10-04 00:00:00,2.13
2001-10-05 00:00:00,2.11
2001-10-08 00:00:00,2.02
2001-10-09 00:00:00,2.11
2001-10-10 00:00:00,2.22
2001-10-11 00:00:00,2.41
2001-10-12 00:00:00,2.28
2001-10-15 00:00:00,2.26
2001-10-16 00:00:00,2.51
2001-10-17 00:00:00,2.61
2001-10-18 00:00:00,2.39
2001-10-19 00:00:00,2.31
2001-10-22 00:00:00,2.61
2001-10-23 00:00:00,2.82
2001-10-24 00:00:00,2.67
2001-10-25 00:00:00,3.15
2001-10-26 00:00:00,3.06
2001-10-29 00:00:00,3.21
2001-10-30 00:00:00,3.11
2001-10-31 00:00:00,3.07
2001-11-01 00:00:00,2.99
2001-11-02 00:00:00,2.93
2001-11-05 00:00:00,2.87
2001-11-06 00:00:00,2.72
2001-11-07 00:00:00,2.73
2001-11-08 00:00:00,2.68
2001-11-09 00:00:00,2.61
2001-11-12 00:00:00,2.45
2001-11-13 00:00:00,2.38
2001-11-14 00:00:00,2.29
2001-11-15 00:00:00,1.99
2001-11-16 00:00:00,1.69
2001-11-19 00:00:00,2.08
2001-11-20 00:00:00,2.55
2001-11-21 00:00:00,1.91
2001-11-26 00:00:00,1.79
2001-11-27 00:00:00,1.87
2001-11-28 00:00:00,2.3
2001-11-29 00:00:00,2.19
2001-11-30 00:00:00,1.83
2001-12-03 00:00:00,2.1
2001-12-04 00:00:00,2
2001-12-05 00:00:00,1.89
2001-12-06 00:00:00,1.81
2001-12-07 00:00:00,2.11
2001-12-10 00:00:00,2.28
2001-12-11 00:00:00,2.58
2001-12-12 00:00:00,2.57
2001-12-13 00:00:00,2.4
2001-12-14 00:00:00,2.4
2001-12-17 00:00:00,2.4
2001-12-18 00:00:00,2.4
2001-12-19 00:00:00,2.4
2001-12-20 00:00:00,2.4
2001-12-21 00:00:00,2.4
2001-12-26 00:00:00,2.4
2001-12-27 00:00:00,2.4
2001-12-28 00:00:00,2.4
2001-12-31 00:00:00,2.4
2002-01-02 00:00:00,2.55
2002-01-03 00:00:00,2.58
2002-01-04 00:00:00,2.58
2002-01-07 00:00:00,2.58
2002-01-08 00:00:00,2.39
2002-01-09 00:00:00,2.31
2002-01-10 00:00:00,2.32
2002-01-11 00:00:00,2.32
2002-01-14 00:00:00,2.32
2002-01-15 00:00:00,2.32
2002-01-16 00:00:00,2.38
2002-01-17 00:00:00,2.4
2002-01-18 00:00:00,2.28
2002-01-22 00:00:00,2.28
2002-01-23 00:00:00,2.28
2002-01-24 00:00:00,2.13
2002-01-25 00:00:00,2.03
2002-01-28 00:00:00,2.03
2002-01-29 00:00:00,2.03
2002-01-30 00:00:00,2.28
2002-01-31 00:00:00,2.28
2002-02-01 00:00:00,2.28
2002-02-04 00:00:00,2.28
2002-02-05 00:00:00,2.28
2002-02-06 00:00:00,2.14
2002-02-07 00:00:00,2.17
2002-02-08 00:00:00,2.21
2002-02-11 00:00:00,2.22
2002-02-12 00:00:00,2.39
2002-02-13 00:00:00,2.37
2002-02-14 00:00:00,2.26
2002-02-15 00:00:00,2.18
2002-02-19 00:00:00,2.32
2002-02-20 00:00:00,2.41
2002-02-21 00:00:00,2.4
2002-02-22 00:00:00,2.4
2002-02-25 00:00:00,2.4
2002-02-26 00:00:00,2.46
2002-02-27 00:00:00,2.49
2002-02-28 00:00:00,2.49
2002-03-01 00:00:00,2.51
2002-03-04 00:00:00,2.66
2002-03-05 00:00:00,2.63
2002-03-06 00:00:00,2.52
2002-03-07 00:00:00,2.73
2002-03-08 00:00:00,2.82
2002-03-11 00:00:00,2.9
2002-03-12 00:00:00,2.94
2002-03-13 00:00:00,2.97
2002-03-14 00:00:00,2.78
2002-03-15 00:00:00,2.99
2002-03-18 00:00:00,3.15
2002-03-19 00:00:00,3.33
2002-03-20 00:00:00,3.29
2002-03-21 00:00:00,3.2
2002-03-22 00:00:00,3.57
2002-03-25 00:00:00,3.46
2002-03-26 00:00:00,3.59
2002-03-27 00:00:00,3.35
2002-03-28 00:00:00,3.18
2002-04-01 00:00:00,3.43
2002-04-02 00:00:00,3.72
2002-04-03 00:00:00,3.68
2002-04-04 00:00:00,3.56
2002-04-05 00:00:00,3.31
2002-04-08 00:00:00,3.36
2002-04-09 00:00:00,3.25
2002-04-10 00:00:00,3.25
2002-04-11 00:00:00,3.14
2002-04-12 00:00:00,3.07
2002-04-15 00:00:00,3.27
2002-04-16 00:00:00,3.44
2002-04-17 00:00:00,3.4
2002-04-18 00:00:00,3.5
2002-04-19 00:00:00,3.4
2002-04-22 00:00:00,3.58
2002-04-23 00:00:00,3.63
2002-04-24 00:00:00,3.53
2002-04-25 00:00:00,3.46
2002-04-26 00:00:00,3.32
2002-04-29 00:00:00,3.44
2002-04-30 00:00:00,3.65
2002-05-01 00:00:00,3.79
2002-05-02 00:00:00,3.65
2002-05-03 00:00:00,3.71
2002-05-06 00:00:00,3.61
2002-05-07 00:00:00,3.5
2002-05-08 00:00:00,3.74
2002-05-09 00:00:00,3.72
2002-05-10 00:00:00,3.7
2002-05-13 00:00:00,3.62
2002-05-14 00:00:00,3.75
2002-05-15 00:00:00,3.6
2002-05-16 00:00:00,3.45
2002-05-17 00:00:00,3.41
2002-05-20 00:00:00,3.44
2002-05-21 00:00:00,3.33
2002-05-22 00:00:00,3.39
2002-05-23 00:00:00,3.38
2002-05-24 00:00:00,3.21
2002-05-28 00:00:00,3.18
2002-05-29 00:00:00,3.3
2002-05-30 00:00:00,3.33
2002-05-31 00:00:00,3.15
2002-06-03 00:00:00,3.18
2002-06-04 00:00:00,3.31
2002-06-05 00:00:00,3.29
2002-06-06 00:00:00,3.29
2002-06-07 00:00:00,3.11
2002-06-10 00:00:00,3.14
2002-06-11 00:00:00,3.11
2002-06-12 00:00:00,3.15
2002-06-13 00:00:00,3.04
2002-06-14 00:00:00,3.13
2002-06-17 00:00:00,3.34
2002-06-18 00:00:00,3.23
2002-06-19 00:00:00,3.24
2002-06-20 00:00:00,3.33
2002-06-21 00:00:00,3.18
2002-06-24 00:00:00,3.33
2002-06-25 00:00:00,3.49
2002-06-26 00:00:00,3.92
2002-06-27 00:00:00,3.22
2002-06-28 00:00:00,3.2
2002-07-01 00:00:00,3.28
2002-07-02 00:00:00,3.17
2002-07-03 00:00:00,3.08
2002-07-08 00:00:00,3.06
2002-07-09 00:00:00,2.97
2002-07-10 00:00:00,3.04
2002-07-11 00:00:00,2.85
2002-07-12 00:00:00,2.87
2002-07-15 00:00:00,2.83
2002-07-16 00:00:00,2.89
2002-07-17 00:00:00,2.97
2002-07-18 00:00:00,2.85
2002-07-19 00:00:00,2.95
2002-07-22 00:00:00,3.01
2002-07-23 00:00:00,2.95
2002-07-24 00:00:00,2.91
2002-07-25 00:00:00,3.05
2002-07-26 00:00:00,2.94
2002-07-29 00:00:00,3.07
2002-07-30 00:00:00,2.97
2002-07-31 00:00:00,3.02
2002-08-01 00:00:00,3.07
2002-08-02 00:00:00,2.9
2002-08-05 00:00:00,2.81
2002-08-06 00:00:00,2.8
2002-08-07 00:00:00,2.73
2002-08-08 00:00:00,2.75
2002-08-09 00:00:00,2.83
2002-08-12 00:00:00,2.91
2002-08-13 00:00:00,3.01
2002-08-14 00:00:00,3.03
2002-08-15 00:00:00,2.92
2002-08-16 00:00:00,3.1
2002-08-19 00:00:00,3.1
2002-08-20 00:00:00,3.25
2002-08-21 00:00:00,3.22
2002-08-22 00:00:00,3.36
2002-08-23 00:00:00,3.48
2002-08-26 00:00:00,3.51
2002-08-27 00:00:00,3.47
2002-08-28 00:00:00,3.31
2002-08-29 00:00:00,3.25
2002-08-30 00:00:00,3.12
2002-09-03 00:00:00,3.1
2002-09-04 00:00:00,3.13
2002-09-05 00:00:00,3.2
2002-09-06 00:00:00,3.39
2002-09-09 00:00:00,3.24
2002-09-10 00:00:00,3.35
2002-09-11 00:00:00,3.33
2002-09-12 00:00:00,3.22
2002-09-13 00:00:00,3.37
2002-09-16 00:00:00,3.45
2002-09-17 00:00:00,3.46
2002-09-18 00:00:00,3.8
2002-09-19 00:00:00,3.9
2002-09-20 00:00:00,3.95
2002-09-23 00:00:00,3.87
2002-09-24 00:00:00,4
2002-09-25 00:00:00,3.76
2002-09-26 00:00:00,3.61
2002-09-27 00:00:00,3.76
2002-09-30 00:00:00,4.09
2002-10-01 00:00:00,4.41
2002-10-02 00:00:00,4.27
2002-10-03 00:00:00,4.23
2002-10-04 00:00:00,3.86
2002-10-07 00:00:00,3.77
2002-10-08 00:00:00,3.86
2002-10-09 00:00:00,3.91
2002-10-10 00:00:00,3.93
2002-10-11 00:00:00,3.8
2002-10-14 00:00:00,4.19
2002-10-15 00:00:00,4.19
2002-10-16 00:00:00,4.1
2002-10-17 00:00:00,4.1
2002-10-18 00:00:00,4.11
2002-10-21 00:00:00,4.23
2002-10-22 00:00:00,4.2
2002-10-23 00:00:00,4.24
2002-10-24 00:00:00,4.3
2002-10-25 00:00:00,4.12
2002-10-28 00:00:00,4.16
2002-10-29 00:00:00,4.2
2002-10-30 00:00:00,4.34
2002-10-31 00:00:00,4.39
2002-11-01 00:00:00,4.07
2002-11-04 00:00:00,3.94
2002-11-05 00:00:00,3.9
2002-11-06 00:00:00,3.92
2002-11-07 00:00:00,3.9
2002-11-08 00:00:00,3.76
2002-11-11 00:00:00,3.83
2002-11-12 00:00:00,3.83
2002-11-13 00:00:00,3.83
2002-11-14 00:00:00,3.9
2002-11-15 00:00:00,3.92
2002-11-18 00:00:00,4.18
2002-11-19 00:00:00,4.25
2002-11-20 00:00:00,4.27
2002-11-21 00:00:00,4.24
2002-11-22 00:00:00,4.32
2002-11-25 00:00:00,4.34
2002-11-26 00:00:00,4.23
2002-11-27 00:00:00,4.19
2002-12-02 00:00:00,4.23
2002-12-03 00:00:00,4.35
2002-12-04 00:00:00,4.24
2002-12-05 00:00:00,4.35
2002-12-06 00:00:00,4.39
2002-12-09 00:00:00,4.32
2002-12-10 00:00:00,4.4
2002-12-11 00:00:00,4.63
2002-12-12 00:00:00,4.81
2002-12-13 00:00:00,5.05
2002-12-16 00:00:00,5.31
2002-12-17 00:00:00,5.13
2002-12-18 00:00:00,4.98
2002-12-19 00:00:00,5.14
2002-12-20 00:00:00,5.05
2002-12-23 00:00:00,5.03
2002-12-24 00:00:00,5.03
2002-12-26 00:00:00,4.98
2002-12-27 00:00:00,4.81
2002-12-30 00:00:00,4.74
2002-12-31 00:00:00,4.59
2003-01-02 00:00:00,4.93
2003-01-03 00:00:00,5.13
2003-01-06 00:00:00,4.94
2003-01-07 00:00:00,4.89
2003-01-08 00:00:00,5.07
2003-01-09 00:00:00,5.05
2003-01-10 00:00:00,5.19
2003-01-13 00:00:00,5.23
2003-01-14 00:00:00,5.25
2003-01-15 00:00:00,5.21
2003-01-16 00:00:00,5.5
2003-01-17 00:00:00,5.66
2003-01-21 00:00:00,5.47
2003-01-22 00:00:00,5.72
2003-01-23 00:00:00,6.55
2003-01-24 00:00:00,5.91
2003-01-27 00:00:00,5.91
2003-01-28 00:00:00,5.52
2003-01-29 00:00:00,5.61
2003-01-30 00:00:00,5.76
2003-01-31 00:00:00,5.58
2003-02-03 00:00:00,5.71
2003-02-04 00:00:00,6.26
2003-02-05 00:00:00,6.22
2003-02-06 00:00:00,6.08
2003-02-07 00:00:00,6.3
2003-02-10 00:00:00,6.35
2003-02-11 00:00:00,6.19
2003-02-12 00:00:00,6.19
2003-02-13 00:00:00,5.81
2003-02-14 00:00:00,5.88
2003-02-18 00:00:00,6.09
2003-02-19 00:00:00,6.1
2003-02-20 00:00:00,6.38
2003-02-21 00:00:00,6.73
2003-02-24 00:00:00,11.98
2003-02-25 00:00:00,18.48
2003-02-26 00:00:00,10.47
2003-02-27 00:00:00,8.42
2003-02-28 00:00:00,10.81
2003-03-03 00:00:00,8.51
2003-03-04 00:00:00,7.71
2003-03-05 00:00:00,7.8
2003-03-06 00:00:00,7.57
2003-03-07 00:00:00,7.42
2003-03-10 00:00:00,6.78
2003-03-11 00:00:00,6.25
2003-03-12 00:00:00,5.8
2003-03-13 00:00:00,5.71
2003-03-14 00:00:00,5.17
2003-03-17 00:00:00,5.32
2003-03-18 00:00:00,5.13
2003-03-19 00:00:00,5.2
2003-03-20 00:00:00,5.2
2003-03-21 00:00:00,5.05
2003-03-24 00:00:00,5.07
2003-03-25 00:00:00,5.07
2003-03-26 00:00:00,4.9
2003-03-27 00:00:00,4.87
2003-03-28 00:00:00,5.06
2003-03-31 00:00:00,5.01
2003-04-01 00:00:00,4.9
2003-04-02 00:00:00,4.89
2003-04-03 00:00:00,4.91
2003-04-04 00:00:00,4.86
2003-04-07 00:00:00,4.98
2003-04-08 00:00:00,5.21
2003-04-09 00:00:00,5.11
2003-04-10 00:00:00,5.18
2003-04-11 00:00:00,5.28
2003-04-14 00:00:00,5.29
2003-04-15 00:00:00,5.53
2003-04-16 00:00:00,5.62
2003-04-17 00:00:00,5.54
2003-04-21 00:00:00,5.55
2003-04-22 00:00:00,5.58
2003-04-23 00:00:00,5.58
2003-04-24 00:00:00,5.46
2003-04-25 00:00:00,5.39
2003-04-28 00:00:00,5.3
2003-04-29 00:00:00,5.12
2003-04-30 00:00:00,5.25
2003-05-01 00:00:00,5.32
2003-05-02 00:00:00,5.24
2003-05-05 00:00:00,5.36
2003-05-06 00:00:00,5.64
2003-05-07 00:00:00,5.49
2003-05-08 00:00:00,5.65
2003-05-09 00:00:00,5.73
2003-05-12 00:00:00,5.91
2003-05-13 00:00:00,5.98
2003-05-14 00:00:00,6.17
2003-05-15 00:00:00,6.24
2003-05-16 00:00:00,5.96
2003-05-19 00:00:00,6.08
2003-05-20 00:00:00,5.93
2003-05-21 00:00:00,6.08
2003-05-22 00:00:00,6.09
2003-05-23 00:00:00,5.92
2003-05-27 00:00:00,5.84
2003-05-28 00:00:00,5.71
2003-05-29 00:00:00,5.76
2003-05-30 00:00:00,5.99
2003-06-02 00:00:00,6.22
2003-06-03 00:00:00,6.25
2003-06-04 00:00:00,6.4
2003-06-05 00:00:00,6.17
2003-06-06 00:00:00,6.25
2003-06-09 00:00:00,6.25
2003-06-10 00:00:00,6.08
2003-06-11 00:00:00,6.06
2003-06-12 00:00:00,5.86
2003-06-13 00:00:00,5.44
2003-06-16 00:00:00,5.45
2003-06-17 00:00:00,5.66
2003-06-18 00:00:00,5.53
2003-06-19 00:00:00,5.53
2003-06-20 00:00:00,5.68
2003-06-23 00:00:00,5.89
2003-06-24 00:00:00,5.84
2003-06-25 00:00:00,5.64
2003-06-26 00:00:00,5.49
2003-06-27 00:00:00,5.19
2003-06-30 00:00:00,5.31
2003-07-01 00:00:00,5.22
2003-07-02 00:00:00,5.05
2003-07-03 00:00:00,4.96
2003-07-07 00:00:00,5.2
2003-07-08 00:00:00,5.4
2003-07-09 00:00:00,5.56
2003-07-10 00:00:00,5.4
2003-07-11 00:00:00,5.22
2003-07-14 00:00:00,5.15
2003-07-15 00:00:00,5.17
2003-07-16 00:00:00,5
2003-07-17 00:00:00,4.96
2003-07-18 00:00:00,5.01
2003-07-21 00:00:00,5.11
2003-07-22 00:00:00,5.04
2003-07-23 00:00:00,4.88
2003-07-24 00:00:00,4.86
2003-07-25 00:00:00,4.68
2003-07-28 00:00:00,4.68
2003-07-29 00:00:00,4.72
2003-07-30 00:00:00,4.68
2003-07-31 00:00:00,4.63
2003-08-01 00:00:00,4.71
2003-08-04 00:00:00,4.81
